epoch,selected_clients,accuracy,loss,run_time,sim_round_time,epoch_cum_time
1,"[0, 13, 15, 20, 22, 30, 40, 70, 80, 96]",14.04,2.2484670233726503,5.271226406097412,10.93,10.93
2,"[2, 21, 36, 44, 46, 49, 63, 74, 85, 91]",28.36,2.0573454880714417,7.235620498657227,10.58,21.509999999999998
3,"[14, 19, 24, 29, 31, 32, 34, 89, 97, 99]",44.09,1.7324155056476591,9.005746603012085,9.94,31.449999999999996
4,"[1, 5, 6, 10, 37, 38, 41, 66, 67, 93]",55.2,1.4126376938819885,10.519494771957396,11.19,42.63999999999999
5,"[4, 11, 25, 51, 52, 55, 56, 57, 64, 94]",60.31,1.2036647868156434,12.277362585067747,11.38,54.019999999999996
6,"[14, 19, 24, 29, 31, 32, 34, 89, 97, 99]",56.75,1.1314347732067107,13.757922887802124,9.94,63.959999999999994
7,"[1, 5, 6, 10, 37, 38, 41, 66, 67, 93]",61.71,1.0435482889413834,15.057764053344728,11.19,75.14999999999999
8,"[1, 5, 6, 10, 37, 38, 41, 66, 67, 93]",63.17,1.0126524043083192,16.44666051864624,11.19,86.33999999999999
9,"[1, 5, 6, 10, 37, 38, 41, 66, 67, 93]",63.54,0.9881035649776458,17.73063564300537,11.19,97.52999999999999
10,"[12, 27, 35, 48, 59, 62, 68, 69, 77, 88]",63.7,0.9647285276651384,19.62260937690735,12.1,109.62999999999998
11,"[0, 13, 15, 20, 22, 30, 40, 70, 80, 96]",65.71,0.9066857403516768,21.33468508720398,10.93,120.55999999999997
12,"[3, 7, 16, 23, 45, 47, 72, 78, 81, 90]",66.54,0.9062991881370543,23.31424307823181,11.71,132.26999999999998
13,"[33, 53, 54, 65, 73, 76, 79, 82, 83, 87]",66.41,0.8650038510560989,24.869523763656616,10.63,142.89999999999998
14,"[2, 21, 36, 44, 46, 49, 63, 74, 85, 91]",67.9,0.8438802015781403,26.644277334213257,10.58,153.48
15,"[33, 53, 54, 65, 73, 76, 79, 82, 83, 87]",68.19,0.8390760707855225,28.12471985816956,10.63,164.10999999999999
16,"[4, 11, 25, 51, 52, 55, 56, 57, 64, 94]",69.96,0.8057215118408203,29.644670248031616,11.38,175.48999999999998
17,"[33, 53, 54, 65, 73, 76, 79, 82, 83, 87]",69.1,0.8196047478914261,31.023085355758667,10.63,186.11999999999998
18,"[0, 13, 15, 20, 22, 30, 40, 70, 80, 96]",69.61,0.8020384466648102,32.66095042228699,10.93,197.04999999999998
19,"[1, 5, 6, 10, 37, 38, 41, 66, 67, 93]",70.03,0.7842741030454635,34.11403965950012,11.19,208.23999999999998
20,"[4, 11, 25, 51, 52, 55, 56, 57, 64, 94]",72.22,0.7621737426519394,35.57277488708496,11.38,219.61999999999998
21,"[8, 18, 26, 39, 43, 58, 71, 86, 95, 98]",71.47,0.756401554942131,37.60289907455444,11.13,230.74999999999997
22,"[9, 17, 28, 42, 50, 60, 61, 75, 84, 92]",69.07,0.7944948941469192,39.01077747344971,11.34,242.08999999999997
23,"[33, 53, 54, 65, 73, 76, 79, 82, 83, 87]",71.95,0.7554973256587982,40.51066040992737,10.63,252.71999999999997
24,"[14, 19, 24, 29, 31, 32, 34, 89, 97, 99]",72.88,0.7501257055997849,42.157679080963135,9.94,262.65999999999997
25,"[2, 21, 36, 44, 46, 49, 63, 74, 85, 91]",73.39,0.728886502981186,43.86330056190491,10.58,273.23999999999995
26,"[14, 19, 24, 29, 31, 32, 34, 89, 97, 99]",73.53,0.7301119977235794,45.54815483093262,9.94,283.17999999999995
27,"[14, 19, 24, 29, 31, 32, 34, 89, 97, 99]",73.17,0.7446632695198059,47.128196001052856,9.94,293.11999999999995
28,"[12, 27, 35, 48, 59, 62, 68, 69, 77, 88]",73.59,0.7266079074144364,48.79057240486145,12.1,305.21999999999997
29,"[33, 53, 54, 65, 73, 76, 79, 82, 83, 87]",73.04,0.7245100221037865,50.21173071861267,10.63,315.84999999999997
30,"[33, 53, 54, 65, 73, 76, 79, 82, 83, 87]",71.96,0.7299761146306991,51.691415309906006,10.63,326.47999999999996
31,"[8, 18, 26, 39, 43, 58, 71, 86, 95, 98]",74.71,0.689491965174675,53.36987233161926,11.13,337.60999999999996
32,"[14, 19, 24, 29, 31, 32, 34, 89, 97, 99]",74.12,0.7028927239775657,54.96741056442261,9.94,347.54999999999995
33,"[3, 7, 16, 23, 45, 47, 72, 78, 81, 90]",74.21,0.7072510626912117,56.765732526779175,11.71,359.25999999999993
34,"[2, 21, 36, 44, 46, 49, 63, 74, 85, 91]",73.93,0.689453701376915,58.54315328598023,10.58,369.8399999999999
35,"[4, 11, 25, 51, 52, 55, 56, 57, 64, 94]",73.33,0.6826074945926667,60.15116763114929,11.38,381.2199999999999
36,"[1, 5, 6, 10, 37, 38, 41, 66, 67, 93]",73.21,0.682021837234497,61.63335180282593,11.19,392.4099999999999
37,"[33, 53, 54, 65, 73, 76, 79, 82, 83, 87]",73.25,0.6874571681022644,63.041531562805176,10.63,403.0399999999999
38,"[0, 13, 15, 20, 22, 30, 40, 70, 80, 96]",73.43,0.6823708915710449,64.80708646774292,10.93,413.9699999999999
39,"[0, 13, 15, 20, 22, 30, 40, 70, 80, 96]",73.35,0.6800037580728531,66.63197350502014,10.93,424.8999999999999
40,"[4, 11, 25, 51, 52, 55, 56, 57, 64, 94]",75.59,0.6542410725355148,68.07064938545227,11.38,436.2799999999999
41,"[2, 21, 36, 44, 46, 49, 63, 74, 85, 91]",75.94,0.6542928791046143,69.66732287406921,10.58,446.8599999999999
