client_id,group_id,time,data_num,label0,label1,label2,label3,label4,label5,label6,label7,label8,label9
12,0,7.22,578.0,0.3460207612456747,0.08823529411764706,0.010380622837370242,0.06920415224913495,0.04844290657439446,0.18685121107266436,0.05709342560553633,0.17647058823529413,0.015570934256055362,0.0017301038062283738
31,0,7.3,451.0,0.5011086474501109,0.07760532150776053,0.008869179600886918,0.0598669623059867,0.18625277161862527,0.008869179600886918,0.07982261640798226,0.008869179600886918,0.015521064301552107,0.05321507760532151
7,0,7.4,1478.0,0.0,0.30243572395128554,0.0,0.2327469553450609,0.06833558863328823,0.13531799729364005,0.11840324763193505,0.0006765899864682003,0.06224627875507442,0.07983761840324763
20,0,7.48,533.0,0.1951219512195122,0.005628517823639775,0.0675422138836773,0.03189493433395872,0.0300187617260788,0.42401500938086306,0.06378986866791744,0.0,0.16322701688555347,0.01876172607879925
18,0,7.53,837.0,0.11827956989247312,0.06212664277180406,0.25925925925925924,0.0,0.015531660692951015,0.010752688172043012,0.11947431302270012,0.2031063321385902,0.2078853046594982,0.0035842293906810036
4,0,7.56,848.0,0.008254716981132075,0.0011792452830188679,0.20872641509433962,0.01061320754716981,0.28773584905660377,0.09669811320754718,0.12853773584905662,0.008254716981132075,0.0047169811320754715,0.24528301886792453
89,0,7.65,393.0,0.002544529262086514,0.010178117048346057,0.002544529262086514,0.31806615776081426,0.002544529262086514,0.002544529262086514,0.12213740458015267,0.22646310432569974,0.0,0.31297709923664124
60,0,7.72,262.0,0.0,0.019083969465648856,0.22900763358778625,0.019083969465648856,0.366412213740458,0.007633587786259542,0.1297709923664122,0.003816793893129771,0.183206106870229,0.04198473282442748
10,0,7.91,319.0,0.1786833855799373,0.02821316614420063,0.13479623824451412,0.009404388714733543,0.09717868338557993,0.012539184952978056,0.03134796238244514,0.49843260188087773,0.0,0.009404388714733543
58,0,8.19,691.0,0.008683068017366137,0.04052098408104197,0.023154848046309694,0.1345875542691751,0.013024602026049204,0.11287988422575977,0.07670043415340087,0.09696092619392185,0.2098408104196816,0.28364688856729375
