epoch,selected_clients,accuracy,loss,run_time
1,"[37, 95, 73, 59, 15, 5, 86, 60, 70, 1]",14.77,3.036734094619751,16.14590287208557
2,"[60, 70, 15, 73, 95, 42, 29, 61, 14, 36]",21.49,2.166970318555832,38.953940868377686
3,"[59, 36, 42, 73, 29, 62, 18, 7, 94, 97]",22.58,2.2299528431892397,61.18447160720825
4,"[86, 15, 29, 36, 73, 12, 49, 3, 89, 26]",18.39,2.5322002601623534,84.32720470428467
5,"[59, 42, 73, 29, 62, 78, 92, 88, 58, 91]",26.49,2.171424961090088,108.0908854007721
6,"[89, 29, 42, 15, 91, 80, 34, 28, 51, 16]",31.13,2.031883088350296,141.42174315452576
7,"[51, 89, 60, 70, 29, 0, 79, 68, 71, 75]",27.13,2.1829113864898684,166.13359117507935
8,"[89, 42, 0, 95, 16, 8, 31, 32, 67, 57]",29.47,2.0611285364627836,192.71872544288635
9,"[73, 16, 89, 91, 32, 76, 47, 48, 43, 4]",32.44,1.8339225459098816,225.31700491905212
10,"[89, 42, 34, 4, 32, 24, 40, 74, 23, 10]",32.31,1.8973459243774413,256.1779146194458
11,"[43, 89, 79, 15, 42, 87, 83, 21, 90, 54]",36.04,1.7584281218051911,285.25457429885864
12,"[42, 16, 4, 29, 89, 44, 81, 84, 2, 50]",32.44,1.907341455221176,315.22494196891785
13,"[43, 29, 89, 34, 32, 33, 52, 65, 35, 99]",39.95,1.6070291221141815,344.42227482795715
14,"[16, 29, 43, 4, 89, 56, 46, 9, 25, 93]",31.92,1.9487006223201753,370.6826868057251
15,"[29, 4, 16, 43, 89, 69, 38, 63, 53, 11]",40.98,1.7123957514762878,411.01697182655334
16,"[43, 89, 11, 53, 69, 66, 6, 45, 20, 64]",35.39,1.780710575580597,443.03983879089355
17,"[89, 69, 11, 16, 34, 17, 96, 22, 72, 82]",45.9,1.51124964594841,475.6585500240326
18,"[43, 89, 53, 32, 15, 55, 30, 77, 85, 98]",47.53,1.4549664115905763,510.0886929035187
19,"[42, 69, 53, 29, 43, 39, 13, 19, 27, 41]",41.0,1.701271243095398,536.304758310318
20,"[32, 4, 15, 69, 59, 30, 99, 89, 42, 34]",49.9,1.4083601653575897,576.30504155159
21,"[4, 63, 42, 73, 37, 30, 51, 91, 10, 2]",50.36,1.3593941140174866,610.1155533790588
22,"[4, 53, 0, 11, 7, 80, 69, 16, 30, 36]",45.39,1.551208267211914,648.3379595279694
23,"[34, 69, 22, 89, 77, 30, 26, 16, 29, 79]",51.39,1.3414815497398376,686.4136128425598
24,"[45, 29, 76, 5, 15, 23, 34, 4, 97, 99]",50.56,1.4080382776260376,718.9160468578339
25,"[99, 88, 4, 10, 15, 16, 77, 69, 29, 53]",51.28,1.493297358751297,759.9512536525726
26,"[32, 53, 10, 77, 34, 30, 78, 42, 11, 15]",56.35,1.239979431629181,801.3355584144592
27,"[79, 29, 15, 89, 53, 77, 2, 67, 16, 34]",53.11,1.3171288585662841,839.9353337287903
28,"[0, 43, 42, 89, 53, 79, 99, 90, 34, 29]",55.87,1.2284137904644012,881.476925611496
29,"[89, 29, 42, 32, 77, 43, 51, 16, 4, 69]",53.18,1.2850270402431487,925.007960319519
30,"[43, 30, 53, 11, 76, 32, 34, 42, 10, 29]",58.63,1.156216048002243,968.4022891521454
31,"[69, 42, 16, 53, 43, 34, 22, 11, 89, 15]",54.01,1.2958414089679717,1012.3827700614929
