epoch,selected_clients,accuracy,loss,run_time
1,"[1, 5, 8, 22, 34, 37, 39, 44, 54, 59, 62, 83, 85, 91, 94]",14.94,2.28866409778595,1.8634915351867676
2,"[2, 6, 9, 13, 25, 50, 69, 88, 90, 97, 99]",10.0,2.247924282550812,3.6482486724853516
3,"[15, 16, 24, 27, 36, 43, 53, 82]",16.84,2.1935953760147093,4.8110668659210205
4,"[23, 33, 46, 51, 74, 81, 86, 93]",25.24,2.0703999722003936,6.154910564422607
5,"[21, 31, 55, 63, 68, 75, 87, 95]",42.15,1.8217707324028014,7.425703763961792
6,"[4, 7, 12, 18, 20, 38, 60, 84, 89]",45.78,1.5320278418064117,8.809131145477295
7,"[10, 11, 29, 35, 57, 58, 65, 67, 77, 78, 98]",48.0,1.3585304081439973,10.373122453689575
8,"[0, 14, 17, 30, 32, 66, 70, 76, 92, 96]",53.59,1.1897359001636505,11.851955890655518
9,"[3, 19, 40, 47, 49, 52, 72, 73, 79, 80]",59.98,1.0949200344085694,13.296784400939941
10,"[26, 28, 41, 42, 45, 48, 56, 61, 64, 71]",62.54,1.0508072978258134,14.78482174873352
11,"[1, 5, 8, 22, 34, 37, 39, 44, 54, 59, 62, 83, 85, 91, 94]",65.18,0.975842376947403,16.465394258499146
12,"[2, 6, 9, 13, 25, 50, 69, 88, 90, 97, 99]",65.87,0.9604647624492645,17.93091654777527
13,"[23, 33, 46, 51, 74, 81, 86, 93]",60.7,1.0155665588378906,19.105740547180176
14,"[15, 16, 24, 27, 36, 43, 53, 82]",63.14,0.9875372076034545,20.154606103897095
15,"[4, 7, 12, 18, 20, 38, 60, 84, 89]",60.06,0.9828860503435135,21.473769426345825
16,"[21, 31, 55, 63, 68, 75, 87, 95]",67.57,0.8816965508460999,22.50673747062683
17,"[10, 11, 29, 35, 57, 58, 65, 67, 77, 78, 98]",69.19,0.8747824996709823,23.998446226119995
18,"[1, 5, 8, 22, 34, 37, 39, 44, 54, 59, 62, 83, 85, 91, 94]",68.29,0.8592464435100555,25.713266372680664
19,"[0, 14, 17, 30, 32, 66, 70, 76, 92, 96]",67.57,0.8534457594156265,27.06543207168579
20,"[2, 6, 9, 13, 25, 50, 69, 88, 90, 97, 99]",68.63,0.8428925460577011,28.476244688034058
21,"[3, 19, 40, 47, 49, 52, 72, 73, 79, 80]",70.05,0.834362980723381,29.791208028793335
22,"[26, 28, 41, 42, 45, 48, 56, 61, 64, 71]",69.52,0.8332651650905609,31.053285837173462
23,"[1, 5, 8, 22, 34, 37, 39, 44, 54, 59, 62, 83, 85, 91, 94]",69.86,0.8039150983095169,32.69946646690369
24,"[2, 6, 9, 13, 25, 50, 69, 88, 90, 97, 99]",70.49,0.8022853887081146,34.12035346031189
