epoch,selected_clients,accuracy,loss,run_time,sim_round_time,epoch_cum_time
1,"[34, 71, 87, 36, 11, 32, 26, 29, 72, 51]",27.77,2.329957659244537,3.160789251327514,11.13,11.13
2,"[87, 36, 71, 26, 29, 7, 81, 93, 33, 30]",27.67,2.383091282844544,4.895124197006226,11.13,22.26
3,"[26, 81, 71, 36, 32, 15, 92, 52, 77, 0]",27.74,2.5667370533943177,6.560285806655884,11.13,33.39
4,"[71, 11, 52, 93, 34, 82, 86, 42, 41, 91]",35.99,1.9964457738399504,8.011840581893921,11.19,44.58
5,"[82, 7, 30, 32, 81, 35, 20, 9, 8, 74]",33.02,1.8764814293384555,9.265543937683104,9.18,53.76
6,"[87, 71, 7, 51, 9, 70, 57, 88, 58, 89]",40.91,1.7673174524307251,10.541840076446531,11.09,64.85
7,"[88, 57, 71, 36, 86, 46, 62, 75, 78, 23]",35.01,1.8046209275722505,11.73983383178711,11.09,75.94
8,"[62, 8, 72, 33, 26, 85, 48, 68, 44, 53]",42.49,1.4851259982585907,13.152812004089355,12.1,88.03999999999999
9,"[26, 35, 44, 78, 77, 80, 95, 76, 47, 18]",40.16,1.4517125165462494,15.055968999862673,11.13,99.16999999999999
10,"[52, 36, 86, 78, 95, 59, 31, 6, 67, 37]",47.77,1.4768141627311706,16.715277671813965,10.11,109.27999999999999
11,"[62, 85, 36, 29, 15, 38, 12, 1, 55, 19]",37.09,1.41167294383049,18.386579751968384,9.94,119.21999999999998
12,"[93, 6, 55, 41, 53, 40, 43, 97, 39, 10]",47.77,1.2360373628139496,20.1233913898468,11.19,130.41
13,"[67, 41, 71, 74, 44, 17, 96, 60, 24, 27]",48.89,1.267176125049591,21.747512102127075,11.19,141.6
14,"[37, 47, 26, 80, 62, 14, 49, 98, 50, 16]",45.73,1.3025876808166503,23.520294666290283,11.13,152.73
15,"[76, 36, 81, 16, 78, 22, 2, 5, 90, 54]",46.6,1.219100536108017,25.12306261062622,8.83,161.56
16,"[48, 19, 78, 43, 86, 79, 69, 13, 3, 61]",62.19,1.0336414366960525,26.567477226257324,12.1,173.66
17,"[89, 50, 27, 1, 5, 4, 64, 25, 94, 28]",51.73,1.2681875950098038,28.06524991989136,11.38,185.04
18,"[25, 50, 42, 17, 5, 73, 83, 45, 99, 66]",48.56,1.253902086019516,29.83687829971313,11.71,196.75
19,"[49, 1, 62, 75, 86, 21, 63, 65, 84, 56]",53.61,1.143622290492058,31.25503158569336,11.1,207.85
20,"[93, 70, 53, 11, 12, 46, 95, 60, 83, 68]",53.95,1.1716199308633803,32.82979679107666,8.94,216.79
21,"[69, 70, 12, 11, 45, 55, 97, 26, 52, 84]",56.98,1.019518746137619,34.513044595718384,11.71,228.5
22,"[27, 97, 93, 77, 76, 24, 98, 35, 55, 79]",59.13,1.109117158651352,36.21499466896057,10.63,239.13
23,"[73, 5, 55, 42, 99, 40, 37, 77, 74, 75]",52.61,1.2855065172910691,37.92133092880249,11.18,250.31
24,"[6, 77, 70, 73, 93, 41, 27, 24, 17, 31]",52.25,1.213000960350037,39.78809714317322,11.19,261.5
25,"[41, 53, 16, 38, 78, 33, 7, 64, 70, 37]",58.28,1.0596180319786073,41.283013105392456,11.38,272.88
26,"[45, 69, 47, 71, 30, 84, 75, 42, 93, 0]",64.88,0.9536870378255844,42.77151966094971,11.71,284.59
29,"[26, 10, 27, 46, 54, 60, 80, 25, 42, 93]",65.02,0.8922220581769943,47.35752582550049,11.18,295.77
30,"[55, 75, 17, 43, 62, 70, 78, 86, 23, 98]",66.0,0.9828161382675172,48.83458924293518,9.3,305.07
31,"[50, 47, 27, 95, 37, 13, 91, 9, 98, 96]",64.88,0.8726629215478897,50.39975500106812,10.86,315.93
32,"[16, 8, 69, 38, 91, 77, 64, 52, 60, 44]",58.95,1.0610570800304413,52.05556750297546,11.38,327.31
33,"[88, 10, 45, 87, 82, 98, 12, 1, 37, 17]",66.17,1.0064646154642105,53.572815895080566,11.71,339.02
34,"[37, 73, 26, 22, 99, 33, 49, 84, 1, 46]",59.25,0.9818785846233368,55.05253338813782,11.13,350.15
35,"[16, 40, 83, 46, 14, 12, 15, 70, 7, 25]",64.75,0.9021087872982024,56.51587867736816,10.93,361.08
36,"[51, 78, 63, 17, 26, 55, 16, 59, 48, 37]",69.93,0.83637646317482,58.18705773353577,12.1,373.18
