epoch,selected_clients,accuracy,loss,run_time
1,"[6, 10, 15, 27, 31, 45, 58, 68, 70, 86]",26.86,2.238213396072388,7.740144729614258
2,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",19.49,2.1436037254333495,9.766576290130615
3,"[30, 33, 47, 53, 74, 75, 82, 90, 96, 99]",25.92,1.8598938000202179,12.00661015510559
4,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",38.79,1.7562211441993714,13.831020832061768
5,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",39.97,1.6078411602973939,15.683258533477783
6,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",44.61,1.4866637349128724,17.4298837184906
7,"[4, 5, 7, 13, 17, 29, 32, 52, 72, 94]",53.78,1.180602199435234,19.253232955932617
8,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",48.17,1.293051507472992,21.144513368606567
9,"[14, 26, 42, 48, 54, 55, 64, 67, 73, 80]",49.24,1.1785928642749786,23.398107290267944
10,"[14, 26, 42, 48, 54, 55, 64, 67, 73, 80]",50.47,1.123469500541687,25.29538106918335
11,"[14, 26, 42, 48, 54, 55, 64, 67, 73, 80]",49.98,1.1161803549528122,27.183834075927734
12,"[2, 11, 19, 20, 22, 39, 56, 77, 83, 95]",62.26,0.9867871791124344,29.153732538223267
13,"[6, 10, 15, 27, 31, 45, 58, 68, 70, 86]",63.41,0.9757567763328552,30.940686464309692
14,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",61.08,1.0533287382125855,32.640869140625
15,"[4, 5, 7, 13, 17, 29, 32, 52, 72, 94]",61.6,0.942892227768898,34.287030935287476
16,"[30, 33, 47, 53, 74, 75, 82, 90, 96, 99]",68.3,0.8771010631322861,35.9954776763916
17,"[12, 18, 24, 40, 46, 51, 57, 61, 71, 81]",61.01,0.9608165091276168,37.81826853752136
18,"[4, 5, 7, 13, 17, 29, 32, 52, 72, 94]",66.65,0.8737184661626816,39.42058539390564
19,"[12, 18, 24, 40, 46, 51, 57, 61, 71, 81]",62.01,0.9305948501825333,41.05276131629944
20,"[6, 10, 15, 27, 31, 45, 58, 68, 70, 86]",65.42,0.8838243210315704,42.75977277755737
21,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",63.27,0.941228860616684,44.55090928077698
22,"[4, 5, 7, 13, 17, 29, 32, 52, 72, 94]",66.99,0.8315432226657867,46.03263831138611
23,"[0, 9, 34, 35, 59, 60, 76, 78, 88, 91]",69.4,0.8208468681573868,47.84216260910034
24,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",64.41,0.892345255613327,49.54405355453491
25,"[12, 18, 24, 40, 46, 51, 57, 61, 71, 81]",65.8,0.8358818686008453,51.02711367607117
26,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",64.48,0.8975518071651458,52.913352251052856
27,"[38, 41, 43, 66, 69, 84, 85, 89, 93, 98]",68.44,0.7953386342525482,54.87341070175171
28,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",66.21,0.8741662216186523,56.806023359298706
29,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",65.7,0.8690068840980529,58.47565197944641
30,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",67.9,0.8178553438186645,60.339943647384644
31,"[1, 8, 16, 21, 23, 36, 37, 50, 62, 97]",65.99,0.8554771429300309,62.12222170829773
