Epoch,Group_ID,Selected_Clients,edge_round_time,Simulation_Time,Accuracy,Loss,Run_Time
90,0,"[6, 55, 33, 34, 52, 98, 32, 42, 77, 50]",8.36,119.09,46.88501602564103,1.3726158294922266,177.75212359428406
91,2,"[22, 24, 61, 60, 23, 41, 85, 0, 97, 63]",9.1,144.98999999999998,54.41706730769231,1.0810635930452592,178.45940685272217
92,4,"[80, 88, 70, 94, 67, 76, 73, 62, 51, 75]",8.25,154.75000000000003,59.88581730769231,1.035690962504118,179.39147329330444
93,3,"[91, 28, 48, 65, 9, 47, 27, 45, 87, 74]",8.9,137.5,50.15024038461539,1.3180240835898962,181.9121081829071
94,1,"[37, 21, 66, 57, 99, 4, 5, 56, 13, 79]",8.63,111.08000000000001,50.93149038461539,1.207358459631602,182.8243453502655
95,0,"[32, 42, 6, 11, 50, 33, 98, 55, 58, 68]",8.34,132.43,38.48157051282051,1.7810858304683979,187.16437888145447
97,4,"[92, 94, 53, 86, 25, 35, 51, 88, 2, 75]",7.38,167.13000000000002,49.01842948717949,1.3836649732711988,188.80134963989258
98,3,"[30, 28, 20, 3, 8, 17, 96, 45, 81, 65]",8.43,150.93,59.94591346153846,1.0543503852990956,191.7728066444397
100,0,"[33, 68, 52, 69, 34, 72, 77, 11, 42, 83]",8.41,145.84,63.772035256410255,0.9794394243986179,194.34956622123718
101,4,"[7, 2, 53, 51, 76, 92, 67, 12, 25, 73]",8.24,180.37000000000003,43.94030448717949,1.349512823117085,196.3746678829193
102,2,"[61, 36, 23, 78, 63, 16, 95, 19, 85, 18]",9.1,159.08999999999997,54.45713141025641,1.1233085202865112,197.79203009605408
103,3,"[81, 30, 38, 74, 9, 48, 20, 17, 65, 27]",8.73,164.66,60.75721153846154,1.0493230177805974,201.28012800216675
105,1,"[66, 49, 40, 31, 14, 4, 44, 99, 26, 21]",9.11,125.19000000000001,55.48878205128205,1.1497473021348317,202.9133656024933
106,4,"[86, 25, 76, 73, 70, 88, 53, 94, 12, 51]",8.23,193.60000000000002,49.739583333333336,1.084981503394934,206.05848002433777
107,2,"[18, 61, 95, 46, 82, 63, 89, 16, 19, 78]",9.11,173.2,57.37179487179487,1.0739373832176893,206.7865903377533
108,3,"[47, 54, 27, 74, 20, 45, 38, 3, 28, 87]",8.86,178.51999999999998,59.82572115384615,1.0924703906743953,209.52145528793335
114,3,"[81, 17, 28, 74, 38, 54, 27, 9, 45, 48]",8.73,192.24999999999997,59.264823717948715,0.97962287068367,219.88737297058105
115,4,"[62, 70, 94, 88, 86, 2, 80, 25, 7, 73]",8.25,206.85000000000002,58.79407051282051,1.046535244354835,221.49404525756836
116,1,"[14, 40, 79, 90, 44, 26, 21, 57, 15, 37]",9.09,139.28,50.100160256410255,1.0900083810855181,225.0587556362152
117,0,"[69, 32, 72, 98, 29, 58, 11, 52, 77, 42]",8.45,159.29,54.216746794871796,1.0720669306241548,225.76319217681885
118,2,"[39, 18, 64, 0, 82, 16, 59, 36, 46, 84]",7.89,186.08999999999997,62.77043269230769,0.9691685499289097,226.36819076538086
120,4,"[86, 62, 88, 67, 7, 76, 25, 35, 75, 43]",7.14,218.99,61.85897435897436,0.9901428803419455,230.7660892009735
121,1,"[57, 26, 56, 71, 90, 14, 13, 44, 4, 5]",9.05,153.33,55.939503205128204,1.0517088900773952,232.19466400146484
122,2,"[60, 24, 18, 84, 36, 19, 41, 82, 97, 78]",8.68,199.76999999999998,58.45352564102564,1.1247261586861732,234.02276754379272
125,3,"[27, 87, 38, 81, 74, 28, 65, 48, 45, 20]",8.74,205.98999999999998,60.30649038461539,1.0184263059726129,240.32890582084656
126,1,"[44, 90, 13, 15, 79, 14, 26, 49, 66, 57]",8.97,167.3,55.989583333333336,1.2479154223050826,241.45170974731445
127,2,"[95, 60, 46, 0, 64, 89, 23, 84, 19, 78]",7.95,212.71999999999997,50.651041666666664,1.2453425832283802,242.9653561115265
128,0,"[68, 58, 1, 83, 34, 77, 32, 29, 33, 52]",7.61,171.9,64.15264423076923,0.9468730176106478,243.7886688709259
129,4,"[53, 88, 75, 80, 86, 94, 35, 67, 51, 92]",8.01,232.0,55.79927884615385,1.2200802534054487,246.23150777816772
130,3,"[45, 30, 54, 93, 96, 47, 81, 27, 87, 38]",8.83,219.82,53.10496794871795,1.1186843025378692,249.95640754699707
133,2,"[36, 19, 24, 46, 95, 82, 23, 89, 84, 59]",7.67,225.38999999999996,57.7724358974359,0.9845772377955608,251.7873556613922
134,4,"[94, 51, 76, 25, 62, 86, 70, 12, 35, 73]",8.23,245.23,60.837339743589745,1.0219776607476747,255.7239453792572
135,3,"[93, 45, 9, 30, 17, 38, 54, 28, 96, 48]",8.74,233.56,48.547676282051285,1.248696356247633,258.9662489891052
136,0,"[98, 1, 10, 68, 77, 72, 34, 69, 83, 29]",7.9,184.8,56.31009615384615,1.1267333282874181,259.79536294937134
137,1,"[56, 44, 26, 66, 21, 71, 99, 79, 15, 49]",9.07,181.37,65.3545673076923,0.9048420809782468,260.5700030326843
139,2,"[39, 64, 19, 18, 60, 95, 85, 16, 78, 63]",7.96,238.34999999999997,66.29607371794872,0.906213627411769,265.16012930870056
140,3,"[9, 8, 27, 45, 87, 30, 93, 74, 48, 20]",8.73,247.29,58.38341346153846,1.0851860764699104,265.86301445961
141,0,"[11, 32, 50, 98, 77, 1, 29, 69, 52, 33]",7.62,197.42000000000002,57.84254807692308,1.001450994075873,267.5840473175049
142,1,"[5, 49, 57, 90, 99, 37, 44, 21, 4, 26]",8.96,195.33,60.857371794871796,0.9727335618092463,269.32211208343506
143,4,"[86, 12, 94, 73, 51, 43, 76, 70, 7, 92]",8.24,258.47,64.453125,0.9278736359033829,270.74918818473816
144,2,"[41, 16, 36, 97, 85, 63, 18, 89, 82, 22]",8.66,252.00999999999996,59.39503205128205,0.9889798790980608,274.845183134079
146,0,"[52, 34, 10, 42, 69, 83, 11, 68, 50, 98]",8.36,210.78000000000003,48.21714743589744,1.275815526644389,276.80552077293396
147,1,"[57, 71, 31, 90, 44, 49, 79, 56, 4, 5]",8.63,208.96,57.36177884615385,0.9941609417780851,278.0961034297943
148,4,"[53, 43, 67, 2, 62, 51, 7, 25, 75, 94]",6.14,269.61,65.14423076923077,0.8989271085995895,280.4061908721924
149,2,"[84, 16, 23, 64, 78, 63, 39, 89, 41, 24]",8.67,265.67999999999995,57.83253205128205,0.9717640387706268,284.3590052127838
151,0,"[77, 55, 68, 52, 32, 83, 34, 29, 98, 72]",7.94,223.72000000000003,59.875801282051285,1.058558042996969,286.2995226383209
153,1,"[21, 40, 4, 15, 71, 79, 57, 37, 66, 13]",8.72,222.68,67.25761217948718,0.8823254704475403,289.6906957626343
156,3,"[47, 65, 81, 45, 54, 93, 91, 38, 3, 30]",8.85,261.14,63.48157051282051,0.9657694529264401,294.8982195854187
157,4,"[94, 86, 35, 80, 62, 53, 43, 75, 92, 70]",8.03,282.64,61.87900641025641,1.0197881658871968,296.6289987564087
158,1,"[99, 5, 14, 26, 44, 79, 15, 66, 90, 13]",8.94,236.62,69.5713141025641,0.8708579975825089,298.9695727825165
159,2,"[16, 24, 39, 82, 22, 41, 63, 64, 97, 0]",8.67,279.34999999999997,58.02283653846154,1.0819007089504828,301.91047382354736
160,0,"[72, 11, 1, 50, 34, 69, 68, 32, 10, 77]",7.87,236.59000000000003,58.35336538461539,1.0076710505363269,302.74343514442444
161,3,"[17, 20, 81, 45, 38, 28, 65, 30, 54, 96]",8.39,274.53,62.46995192307692,0.9320058532250233,303.47786021232605
162,4,"[92, 75, 70, 86, 76, 62, 2, 67, 7, 25]",7.51,295.15,64.7235576923077,0.8700843071326231,304.91157722473145
163,1,"[56, 37, 79, 71, 31, 5, 40, 4, 26, 21]",9.21,250.83,54.87780448717949,1.1184493952836745,308.2576024532318
164,2,"[60, 63, 46, 24, 36, 97, 84, 61, 0, 23]",9.07,293.41999999999996,61.067708333333336,1.0948819059592028,310.9851293563843
165,0,"[34, 32, 10, 83, 1, 33, 98, 55, 50, 58]",5.68,247.27000000000004,67.1474358974359,0.8713823579824888,312.2652235031128
167,4,"[53, 86, 35, 94, 92, 70, 88, 80, 75, 2]",8.03,308.17999999999995,62.94070512820513,1.0771482212421222,314.5333688259125
168,1,"[13, 44, 37, 90, 5, 56, 26, 79, 4, 49]",9.04,264.87,63.541666666666664,0.89515814720056,317.4697940349579
169,2,"[89, 95, 41, 36, 18, 61, 19, 78, 85, 84]",9.14,307.55999999999995,53.07491987179487,1.1196950758114839,319.9106373786926
170,0,"[42, 1, 10, 34, 52, 68, 50, 58, 83, 29]",8.35,260.62,56.48036858974359,1.019206167031557,320.6530923843384
171,4,"[35, 25, 7, 67, 75, 53, 2, 86, 43, 12]",6.41,319.59,59.61538461538461,0.9960985542872013,321.56648993492126
172,3,"[81, 54, 93, 20, 96, 3, 9, 38, 45, 27]",8.39,287.91999999999996,64.31290064102564,0.9790668655664493,324.2952814102173
173,1,"[66, 90, 15, 56, 14, 40, 37, 49, 13, 5]",8.88,278.75,60.056089743589745,1.0586321705426924,327.1347999572754
174,2,"[84, 59, 97, 41, 85, 0, 60, 39, 82, 89]",8.66,321.21999999999997,62.19951923076923,1.0516460942916381,328.4623727798462
175,0,"[69, 68, 6, 33, 42, 32, 50, 34, 52, 55]",8.34,273.96,65.90544871794872,0.9580432925468836,329.1854090690613
176,4,"[94, 75, 73, 25, 70, 86, 53, 2, 67, 62]",8.22,332.81,68.93028846153847,0.8602402149102627,330.8098564147949
177,3,"[45, 3, 8, 47, 91, 20, 27, 65, 28, 9]",8.86,301.78,62.9306891025641,0.9167802884028509,333.9472508430481
178,1,"[13, 71, 37, 44, 40, 49, 26, 90, 5, 21]",9.07,292.82,68.03886217948718,0.9713539901452187,336.88942432403564
180,2,"[63, 18, 22, 36, 60, 82, 59, 95, 84, 24]",5.81,332.03,59.064503205128204,1.0304566163283129,338.06533312797546
181,4,"[35, 76, 25, 86, 67, 51, 94, 2, 43, 88]",7.13,344.94,57.86258012820513,1.0489323804011712,339.80989503860474
182,3,"[8, 81, 45, 30, 48, 17, 47, 74, 91, 20]",8.89,315.66999999999996,64.29286858974359,0.9492175838886163,343.6502184867859
183,1,"[66, 40, 21, 13, 31, 79, 90, 15, 44, 26]",9.06,306.88,65.60496794871794,0.8768096917714828,345.88658571243286
184,0,"[42, 68, 52, 98, 83, 1, 29, 55, 58, 50]",8.36,287.32,64.87379807692308,0.9526004607860858,347.1538872718811
186,2,"[22, 16, 95, 41, 64, 19, 82, 36, 63, 39]",8.67,345.7,64.71354166666667,0.8977464689658239,349.1695647239685
187,3,"[3, 38, 91, 17, 74, 27, 47, 48, 65, 20]",8.91,329.58,62.46995192307692,1.0326621861029894,352.9068100452423
188,1,"[13, 40, 44, 57, 99, 14, 66, 37, 21, 49]",8.72,320.6,61.047676282051285,1.100165340380791,354.3321988582611
189,0,"[11, 69, 98, 83, 1, 55, 10, 33, 52, 58]",7.61,299.93,66.54647435897436,0.9023590179590079,355.16628432273865
190,4,"[2, 62, 35, 88, 92, 86, 75, 12, 7, 94]",7.39,357.33,60.94751602564103,1.04818650163137,356.9032344818115
191,2,"[89, 97, 85, 0, 16, 46, 36, 22, 60, 41]",8.65,359.34999999999997,53.515625,1.0659006902804742,358.42889404296875
192,3,"[74, 96, 30, 48, 17, 47, 27, 38, 93, 65]",8.9,343.47999999999996,62.98076923076923,0.9039445848037035,362.672744512558
194,1,"[44, 31, 13, 66, 71, 49, 15, 99, 26, 5]",8.95,334.55,59.61538461538461,0.9796445400286944,364.0596101284027
196,4,"[80, 12, 92, 70, 67, 88, 7, 76, 35, 94]",8.06,370.39,63.14102564102564,0.8586105398642712,367.9404146671295
197,3,"[20, 3, 48, 30, 47, 93, 9, 96, 74, 65]",8.92,357.4,62.51001602564103,1.0253398792865949,371.07939624786377
198,0,"[34, 77, 68, 32, 10, 69, 6, 50, 33, 55]",5.74,310.67,62.84054487179487,0.968954174946516,372.32012152671814
199,1,"[5, 56, 37, 26, 99, 57, 31, 66, 44, 14]",9.04,348.59000000000003,66.20592948717949,0.8770751143113161,373.35549306869507
201,2,"[63, 89, 0, 16, 64, 60, 61, 19, 36, 59]",9.1,373.45,62.40985576923077,0.9068968632282355,377.4160010814667
202,3,"[93, 91, 47, 54, 45, 30, 38, 81, 28, 8]",8.83,371.22999999999996,59.475160256410255,0.9679096402266086,379.5277056694031
203,0,"[42, 69, 50, 33, 72, 68, 34, 6, 11, 83]",8.38,324.05,59.94591346153846,0.9699112948698875,380.658314704895
206,1,"[14, 66, 79, 31, 40, 4, 49, 44, 37, 15]",8.72,362.31000000000006,69.59134615384616,0.8309985001881918,384.9605567455292
207,3,"[65, 8, 45, 91, 48, 93, 87, 38, 17, 9]",8.73,384.96,56.63060897435897,1.007276868973023,388.6089541912079
211,1,"[57, 14, 44, 99, 21, 79, 15, 66, 13, 31]",7.15,374.46000000000004,66.2860576923077,0.8807499026640867,394.32141971588135
212,3,"[47, 93, 9, 8, 20, 91, 54, 45, 3, 96]",8.84,398.79999999999995,63.92227564102564,0.8643090281731043,397.16663432121277
213,0,"[77, 42, 32, 83, 69, 68, 34, 29, 98, 6]",8.36,337.41,62.03926282051282,0.9861336686672308,398.4973883628845
216,1,"[31, 57, 4, 37, 79, 13, 15, 49, 56, 21]",8.65,388.11,67.3076923076923,0.8871654600669177,403.3152005672455
217,3,"[27, 20, 54, 30, 48, 8, 28, 81, 3, 65]",8.75,412.54999999999995,67.3076923076923,0.8887436573322003,406.163690328598
218,0,"[29, 58, 69, 55, 52, 72, 68, 42, 33, 50]",8.41,350.82000000000005,66.015625,0.8602812412457589,407.29222655296326
219,4,"[12, 94, 92, 88, 51, 7, 73, 75, 43, 86]",8.23,383.62,59.59535256410256,1.0275208468620594,410.0380482673645
221,2,"[82, 16, 84, 97, 85, 46, 19, 61, 23, 64]",9.1,387.55,60.92748397435897,0.9836840996375451,412.6176106929779
222,3,"[96, 20, 9, 27, 81, 30, 54, 45, 65, 74]",8.37,425.91999999999996,53.595753205128204,1.1456351318420508,415.1664400100708
223,0,"[33, 10, 98, 77, 68, 69, 11, 32, 83, 50]",6.14,361.96000000000004,65.8954326923077,0.8885497993383652,415.8993515968323
224,4,"[73, 2, 43, 35, 67, 70, 51, 7, 12, 92]",8.24,396.86,62.47996794871795,0.9196640321841607,419.776517868042
226,2,"[18, 78, 24, 60, 61, 63, 46, 23, 64, 22]",9.09,401.64,71.25400641025641,0.7983292715671735,421.9376654624939
227,3,"[9, 87, 27, 8, 30, 48, 81, 65, 38, 74]",8.73,439.65,66.18589743589743,0.9094880276765579,424.50047850608826
229,4,"[88, 67, 7, 53, 51, 92, 2, 75, 25, 35]",7.38,409.24,65.17427884615384,0.935904344687095,428.98369312286377
230,1,"[79, 14, 49, 57, 5, 15, 44, 56, 40, 31]",8.91,402.02000000000004,61.93910256410256,1.0591909396342742,429.60837721824646
231,2,"[24, 22, 39, 41, 46, 19, 0, 64, 59, 97]",8.67,415.31,67.20753205128206,0.8207099498846592,431.4341459274292
232,3,"[9, 65, 87, 48, 3, 27, 20, 96, 17, 74]",8.74,453.39,65.21434294871794,0.8934257374360011,432.9572925567627
233,0,"[68, 77, 11, 10, 34, 69, 58, 32, 42, 50]",8.34,375.3,67.01722756410257,0.8742947991077716,433.77990341186523
234,4,"[67, 25, 75, 2, 43, 12, 88, 94, 53, 80]",8.0,422.24,67.5380608974359,0.8431294484016223,438.4212386608124
235,1,"[13, 57, 14, 31, 26, 40, 66, 37, 5, 56]",9.21,416.23,61.227964743589745,0.9773987768552242,439.2436611652374
236,2,"[41, 46, 36, 95, 23, 18, 78, 19, 39, 63]",8.68,428.99,67.15745192307692,0.7985411767776196,440.8720407485962
237,3,"[20, 38, 8, 81, 48, 93, 91, 87, 74, 65]",8.72,467.11,64.64342948717949,0.9334297944337894,441.4970967769623
238,0,"[11, 83, 33, 68, 34, 98, 77, 32, 69, 58]",6.14,386.44,63.201121794871796,0.8745606511067121,442.42106223106384
239,4,"[94, 70, 92, 35, 53, 7, 80, 75, 88, 86]",8.03,435.27,65.7051282051282,0.910535277464451,447.83023858070374
241,2,"[41, 18, 89, 95, 78, 60, 63, 16, 36, 82]",8.67,442.66,61.848958333333336,0.9135386523527976,450.5620665550232
246,2,"[95, 85, 22, 46, 18, 89, 59, 41, 97, 78]",8.66,456.32000000000005,56.10977564102564,0.9977944867733197,460.36801981925964
249,4,"[43, 73, 92, 67, 51, 80, 75, 94, 70, 86]",8.26,448.53,59.20472756410256,0.9845092648114914,466.1445007324219
250,2,"[23, 63, 16, 61, 59, 36, 95, 41, 60, 84]",9.11,470.43000000000006,68.7099358974359,0.8062983682522407,466.87401390075684
254,4,"[86, 51, 53, 35, 12, 7, 94, 76, 62, 70]",7.33,460.85999999999996,64.1025641025641,0.8848843093101795,472.5113527774811
255,2,"[63, 59, 0, 61, 16, 60, 78, 95, 19, 24]",9.09,484.52000000000004,58.693910256410255,1.1356211923635924,476.05848121643066
256,1,"[37, 5, 49, 13, 15, 31, 57, 4, 79, 21]",7.7,428.93,68.05889423076923,0.8147798073597443,477.2824993133545
257,0,"[72, 34, 11, 55, 68, 42, 32, 6, 29, 50]",8.4,399.84,65.52483974358974,0.8626956924414023,477.8966646194458
258,3,"[96, 3, 9, 93, 38, 17, 65, 91, 81, 45]",8.4,480.51,68.19911858974359,0.8252739447813767,479.8204998970032
259,4,"[80, 94, 67, 75, 62, 92, 51, 12, 25, 88]",8.01,473.86999999999995,62.42988782051282,0.9729058360442137,481.78289580345154
262,0,"[10, 42, 69, 68, 34, 50, 77, 33, 29, 11]",8.34,413.17999999999995,64.82371794871794,0.825601421105556,487.34405541419983
263,3,"[54, 81, 8, 96, 48, 20, 93, 3, 27, 91]",8.73,494.24,66.82692307692308,0.8263633595063136,488.06021332740784
264,4,"[35, 7, 67, 86, 73, 76, 12, 80, 53, 70]",8.27,487.13999999999993,64.36298076923077,0.8910305622296456,490.2940995693207
265,2,"[36, 22, 41, 61, 0, 59, 97, 85, 18, 46]",9.11,498.63000000000005,67.43790064102564,0.8525265256563822,493.1414620876312
266,0,"[1, 69, 10, 52, 50, 33, 83, 68, 72, 55]",7.9,426.0799999999999,69.58133012820512,0.8309965041967539,495.6789331436157
269,4,"[12, 88, 73, 94, 62, 80, 76, 75, 92, 2]",8.26,500.3999999999999,64.20272435897436,0.9221623272467883,499.98900413513184
270,2,"[39, 16, 89, 24, 41, 59, 95, 46, 22, 78]",8.66,512.2900000000001,64.20272435897436,0.8979402322035569,502.1275489330292
271,0,"[33, 55, 83, 29, 11, 6, 10, 72, 69, 58]",7.88,438.9599999999999,61.69871794871795,0.9517403711111118,505.166433095932
275,2,"[39, 89, 16, 18, 60, 59, 78, 23, 0, 85]",6.34,523.6300000000001,63.83213141025641,0.8935012985498477,511.1405551433563
280,2,"[64, 78, 60, 82, 19, 39, 85, 63, 84, 41]",8.68,537.3100000000001,69.4110576923077,0.7972124776779077,519.3633444309235
281,0,"[98, 33, 52, 72, 42, 10, 1, 34, 6, 32]",8.42,452.37999999999994,67.25761217948718,0.8594697920175699,523.489089012146
285,3,"[48, 65, 54, 74, 91, 27, 9, 30, 96, 81]",8.73,507.97,67.68830128205128,0.8828586874864041,527.8788211345673
286,0,"[58, 29, 10, 50, 42, 33, 52, 32, 77, 69]",8.36,465.73999999999995,64.16266025641026,0.8640718742822989,532.317658662796
290,3,"[96, 74, 8, 20, 9, 17, 54, 47, 27, 48]",8.88,521.85,68.32932692307692,0.8112018773188958,536.7425594329834
291,0,"[69, 34, 83, 50, 58, 98, 77, 11, 32, 72]",7.89,478.62999999999994,66.6766826923077,0.8447278248958099,541.0794303417206
292,4,"[51, 7, 94, 92, 43, 35, 62, 88, 75, 53]",7.38,512.78,63.35136217948718,0.9409550130367279,544.2184925079346
293,1,"[5, 44, 13, 90, 99, 37, 71, 26, 15, 56]",9.01,442.94,60.78725961538461,1.1203767214065943,545.3880679607391
296,3,"[9, 47, 48, 96, 45, 74, 20, 87, 91, 93]",8.89,535.74,68.46955128205128,0.8376677242609171,549.6964597702026
297,4,"[76, 43, 80, 73, 53, 2, 86, 92, 67, 51]",8.26,526.04,68.0889423076923,0.8394224872955909,554.032844543457
301,3,"[65, 87, 8, 17, 20, 81, 9, 96, 27, 93]",7.02,547.76,61.2880608974359,0.9699545953518305,558.5298266410828
302,4,"[67, 86, 51, 25, 12, 76, 7, 53, 80, 73]",8.25,539.29,63.91225961538461,0.8758609761030246,563.780520439148
306,3,"[81, 30, 54, 45, 74, 8, 48, 3, 9, 93]",8.74,561.5,67.05729166666667,0.8830732374619215,567.3331973552704
307,4,"[67, 75, 86, 76, 92, 51, 94, 7, 12, 43]",7.44,551.73,62.600160256410255,0.9921454389890035,572.7810432910919
311,3,"[3, 9, 54, 87, 74, 17, 81, 45, 27, 96]",8.39,574.89,69.24078525641026,0.8054419037623283,575.9638319015503
312,4,"[70, 7, 2, 12, 88, 94, 75, 67, 35, 25]",7.25,563.98,68.02884615384616,0.7869083476372254,581.3095757961273
313,0,"[10, 55, 34, 1, 32, 6, 83, 52, 69, 98]",7.61,491.23999999999995,65.9354967948718,0.8435770303775103,582.8369679450989
314,1,"[79, 5, 44, 15, 40, 26, 13, 56, 49, 66]",9.2,457.14,68.24919871794872,0.7956864887323135,584.2669034004211
