Epoch,Group_ID,Selected_Clients,Accuracy,Loss,Run_Time
500,1,"[56, 66, 4, 26, 40, 99, 14, 15, 90, 71]",46.29407051282051,1.7532646228105595,4041.9094111919403
501,2,"[16, 60, 0, 36, 41, 85, 61, 97, 39, 23]",55.0380608974359,1.3272823584385407,4049.782835960388
502,3,"[96, 20, 3, 74, 87, 47, 27, 91, 9, 93]",49.83974358974359,1.4485731170727656,4056.932069301605
503,0,"[52, 33, 1, 34, 32, 72, 42, 11, 68, 6]",46.99519230769231,1.5832275625986931,4064.605489730835
504,4,"[86, 75, 2, 53, 88, 94, 25, 43, 76, 80]",52.66426282051282,1.378252550577506,4072.415118455887
505,1,"[15, 21, 4, 49, 31, 79, 71, 13, 99, 40]",49.16866987179487,1.5574665344678438,4080.4396188259125
506,2,"[0, 78, 16, 84, 61, 64, 18, 63, 60, 46]",46.32411858974359,1.5762704947055914,4088.393524169922
507,0,"[68, 52, 1, 6, 58, 42, 10, 77, 34, 32]",43.669871794871796,1.7675304947755275,4096.031638383865
508,3,"[47, 28, 3, 27, 65, 8, 20, 93, 45, 96]",51.93309294871795,1.3802404908033519,4104.016143321991
509,4,"[92, 80, 2, 43, 12, 62, 25, 67, 76, 73]",56.10977564102564,1.2762772356852508,4111.685221672058
510,1,"[40, 13, 4, 90, 21, 26, 49, 71, 79, 15]",56.380208333333336,1.2467835423273919,4119.263082027435
511,0,"[72, 68, 1, 10, 50, 55, 29, 34, 83, 33]",50.94150641025641,1.4248529137709203,4127.191271781921
512,2,"[61, 78, 0, 22, 89, 95, 59, 16, 41, 24]",47.756410256410255,1.5813850454795055,4135.226016044617
513,3,"[96, 48, 3, 65, 91, 27, 17, 9, 54, 20]",46.86498397435897,1.5656635914093409,4142.71159529686
514,1,"[21, 66, 4, 90, 5, 57, 79, 13, 99, 31]",51.2119391025641,1.4690556358068416,4150.241839647293
515,0,"[29, 98, 1, 6, 10, 83, 72, 55, 58, 68]",52.10336538461539,1.3943734291272285,4157.959828853607
516,2,"[19, 59, 0, 46, 63, 23, 84, 97, 16, 18]",52.18349358974359,1.3974350293477376,4166.234995603561
517,3,"[47, 28, 3, 27, 93, 8, 87, 17, 91, 38]",53.405448717948715,1.3841801897073402,4174.386589050293
518,1,"[44, 90, 4, 5, 40, 21, 31, 57, 79, 14]",51.98317307692308,1.4447116454442341,4182.0389931201935
519,0,"[55, 32, 1, 72, 68, 34, 6, 52, 77, 11]",48.57772435897436,1.537366434549674,4189.410105705261
520,2,"[95, 60, 0, 46, 82, 41, 97, 23, 85, 89]",53.235176282051285,1.343750299551548,4197.408047676086
521,3,"[38, 27, 3, 87, 96, 74, 47, 8, 48, 17]",51.672676282051285,1.3965085775424273,4204.841031074524
522,1,"[79, 13, 4, 99, 71, 5, 56, 57, 15, 44]",47.45592948717949,1.6182363629341125,4212.675098180771
523,0,"[1, 77, 6, 69, 42, 68, 98, 55, 32, 72]",53.10496794871795,1.352949973864433,4221.108758449554
524,2,"[36, 63, 0, 19, 59, 64, 22, 41, 46, 18]",56.530448717948715,1.2598942808615856,4228.917547225952
525,3,"[87, 48, 3, 96, 91, 38, 74, 9, 30, 54]",43.49959935897436,1.7889728316893945,4236.668705224991
526,1,"[99, 4, 5, 49, 31, 56, 26, 14, 66, 71]",47.97676282051282,1.6146145631105473,4244.377667427063
527,0,"[33, 6, 1, 77, 52, 58, 72, 69, 98, 11]",51.98317307692308,1.4233010502961965,4252.134797334671
528,2,"[18, 64, 0, 95, 61, 78, 23, 82, 97, 84]",50.25040064102564,1.4755819867818782,4260.069171667099
529,3,"[17, 74, 3, 27, 20, 93, 87, 47, 8, 9]",47.68629807692308,1.6852641640565333,4267.844875097275
530,4,"[25, 70, 2, 76, 75, 35, 73, 51, 80, 67]",47.68629807692308,1.6852641640565333,4275.683501005173
531,0,"[68, 1, 6, 42, 72, 32, 69, 11, 29, 10]",48.50761217948718,1.6265436258071508,4283.727525234222
532,1,"[57, 4, 5, 71, 26, 66, 40, 15, 49, 31]",49.298878205128204,1.5115830439787645,4291.399537086487
533,2,"[22, 61, 0, 89, 41, 64, 78, 60, 63, 18]",49.33894230769231,1.4797613055278094,4299.237475633621
534,3,"[38, 17, 3, 27, 8, 54, 20, 74, 93, 81]",51.852964743589745,1.3975028426219256,4307.155607461929
535,0,"[33, 77, 1, 32, 34, 98, 72, 52, 10, 58]",51.14182692307692,1.4158264383291588,4314.576543807983
536,1,"[37, 26, 4, 15, 14, 99, 79, 13, 44, 31]",49.96995192307692,1.5616120390402966,4322.383169174194
537,2,"[18, 0, 16, 36, 95, 82, 63, 60, 64, 97]",51.32211538461539,1.4546373853316674,4329.908977270126
538,3,"[54, 38, 3, 65, 91, 81, 93, 27, 20, 47]",52.39383012820513,1.3855598110419054,4337.685471534729
539,0,"[55, 11, 1, 33, 32, 69, 42, 50, 52, 98]",54.2568108974359,1.3023755626800733,4345.497153997421
540,1,"[57, 15, 4, 49, 66, 14, 56, 13, 5, 31]",46.72475961538461,1.615665160692655,4352.784092664719
541,2,"[39, 22, 0, 59, 24, 61, 89, 64, 63, 36]",54.38701923076923,1.3402254581451416,4360.814421415329
542,3,"[17, 30, 3, 91, 8, 96, 27, 48, 81, 93]",44.69150641025641,1.679776601302318,4368.472712516785
543,0,"[58, 29, 1, 98, 34, 83, 55, 11, 50, 72]",47.58613782051282,1.563800104153462,4375.902544260025
544,4,"[88, 62, 2, 86, 75, 12, 35, 76, 53, 67]",47.58613782051282,1.563800104153462,4383.930830001831
545,1,"[4, 56, 5, 26, 13, 31, 79, 37, 40, 57]",53.90625,1.4023515352836022,4392.131049156189
546,2,"[63, 64, 0, 18, 39, 78, 22, 23, 61, 85]",52.41386217948718,1.3767634477370825,4399.735915899277
547,0,"[33, 29, 1, 42, 77, 6, 69, 32, 34, 98]",52.233573717948715,1.4238163798283308,4407.609565973282
548,3,"[45, 3, 8, 91, 20, 17, 74, 81, 38, 54]",54.20673076923077,1.3375737162736745,4415.446617126465
549,4,"[12, 51, 2, 67, 92, 7, 70, 35, 94, 80]",48.18709935897436,1.5049093854733002,4423.343913078308
550,1,"[44, 57, 4, 21, 66, 49, 40, 99, 37, 90]",50.94150641025641,1.4290312024263234,4430.993442296982
551,0,"[50, 6, 1, 68, 42, 77, 29, 98, 58, 10]",54.016426282051285,1.3548149833312402,4438.795763492584
552,2,"[59, 78, 0, 84, 19, 23, 24, 97, 95, 85]",56.9911858974359,1.2741584991797423,4446.451393127441
553,3,"[74, 17, 3, 27, 20, 93, 9, 30, 91, 81]",48.94831730769231,1.4771514534950256,4454.078829050064
554,1,"[31, 49, 4, 13, 71, 66, 21, 44, 56, 15]",44.44110576923077,1.74475051348026,4462.196213960648
555,0,"[42, 69, 1, 58, 55, 6, 50, 11, 68, 32]",52.39383012820513,1.4748276533224645,4470.399482965469
556,2,"[46, 19, 0, 60, 63, 84, 22, 18, 64, 82]",48.697916666666664,1.5183412768901923,4478.0216727256775
557,3,"[17, 93, 3, 96, 74, 38, 47, 9, 30, 81]",49.38902243589744,1.5078284923846905,4485.568646669388
558,4,"[2, 62, 7, 12, 73, 88, 25, 86, 51, 35]",58.283253205128204,1.165765377191397,4493.471773386002
559,0,"[55, 11, 1, 10, 42, 6, 34, 52, 83, 33]",50.490785256410255,1.418501575787862,4501.6366057395935
560,1,"[4, 14, 5, 21, 49, 31, 71, 99, 56, 40]",43.12900641025641,1.8339590078745134,4509.531725883484
561,2,"[63, 23, 0, 89, 64, 19, 60, 24, 46, 41]",56.82091346153846,1.256189262255644,4516.9442801475525
562,3,"[81, 17, 3, 9, 30, 8, 38, 47, 74, 27]",57.08133012820513,1.2365094438577309,4524.883816480637
563,0,"[68, 33, 1, 50, 69, 55, 11, 77, 58, 32]",55.47876602564103,1.3054573688751612,4532.218384504318
564,1,"[21, 14, 4, 90, 49, 13, 79, 26, 44, 71]",54.09655448717949,1.377471495897342,4540.411333799362
565,2,"[0, 85, 16, 61, 24, 18, 59, 41, 78, 95]",46.744791666666664,1.5876068533995213,4548.071191549301
566,3,"[91, 8, 3, 48, 87, 17, 30, 54, 96, 45]",39.1025641025641,2.03151826827954,4555.868633985519
567,0,"[6, 29, 1, 98, 52, 55, 10, 83, 42, 33]",47.86658653846154,1.5728709957538507,4563.385683298111
568,4,"[7, 73, 2, 25, 94, 51, 80, 75, 12, 62]",53.776041666666664,1.3021800777851007,4571.228135347366
569,1,"[26, 40, 4, 31, 15, 71, 49, 37, 14, 56]",44.661458333333336,1.6650890570420485,4579.210153102875
570,2,"[24, 36, 0, 23, 41, 46, 19, 22, 85, 60]",55.08814102564103,1.3045723346563487,4587.3682696819305
571,0,"[77, 11, 1, 10, 6, 52, 72, 29, 55, 69]",36.51842948717949,2.030664378251785,4594.810353279114
572,3,"[74, 91, 3, 45, 27, 8, 20, 54, 30, 87]",52.90464743589744,1.3778517765876575,4602.240562915802
573,1,"[4, 56, 5, 37, 79, 31, 66, 21, 13, 15]",52.90464743589744,1.3798941450241284,4609.9134793281555
574,2,"[46, 60, 0, 85, 89, 84, 16, 82, 23, 59]",54.63741987179487,1.2745717320686731,4617.382579088211
575,0,"[33, 58, 1, 72, 68, 83, 42, 11, 98, 52]",50.44070512820513,1.4097729799075005,4625.540004014969
576,3,"[81, 30, 3, 96, 38, 74, 48, 9, 93, 17]",46.23397435897436,1.6462921041708727,4632.704409360886
577,4,"[25, 75, 2, 35, 62, 43, 53, 80, 51, 73]",61.6786858974359,1.0841159698290703,4640.9805018901825
578,1,"[26, 15, 4, 21, 57, 79, 5, 37, 14, 40]",54.407051282051285,1.349077386733813,4648.612588405609
579,0,"[34, 10, 1, 50, 32, 83, 29, 11, 69, 77]",49.709535256410255,1.5323145863337395,4656.628296613693
580,2,"[64, 84, 0, 78, 18, 89, 36, 39, 16, 23]",44.53125,1.7772834576093233,4664.265807390213
581,3,"[54, 87, 3, 81, 9, 91, 27, 48, 74, 96]",44.34094551282051,1.7756127760960505,4672.035286664963
582,4,"[70, 67, 2, 62, 25, 86, 76, 7, 53, 12]",54.24679487179487,1.3287185934873729,4679.938805103302
583,0,"[42, 32, 1, 33, 58, 69, 77, 10, 72, 11]",48.67788461538461,1.4986446820772612,4688.1555025577545
584,1,"[4, 5, 13, 26, 40, 44, 15, 14, 90, 49]",54.67748397435897,1.3228934116852589,4696.056944608688
585,2,"[19, 78, 0, 18, 60, 24, 95, 22, 36, 64]",54.98798076923077,1.306110768746107,4703.764124155045
586,3,"[27, 3, 8, 45, 87, 93, 47, 20, 81, 91]",52.243589743589745,1.4215514491765926,4711.34680557251
587,0,"[77, 29, 1, 50, 33, 83, 55, 34, 98, 32]",48.11698717948718,1.5320003613447533,4718.821904420853
588,1,"[15, 56, 4, 57, 49, 44, 13, 5, 31, 90]",48.717948717948715,1.5578739643096924,4726.563129901886
589,2,"[97, 41, 0, 46, 60, 78, 16, 85, 61, 82]",51.26201923076923,1.3822164978736486,4734.806184053421
590,3,"[27, 30, 3, 74, 93, 17, 28, 47, 96, 54]",48.80809294871795,1.5140250462752123,4742.390033960342
591,0,"[29, 77, 1, 10, 83, 98, 69, 42, 11, 32]",52.89463141025641,1.3997053106625874,4750.3048186302185
592,1,"[90, 5, 4, 57, 79, 13, 44, 37, 49, 99]",52.25360576923077,1.4644736387790778,4758.000421524048
593,2,"[22, 89, 0, 24, 46, 78, 41, 60, 95, 23]",51.76282051282051,1.3990727601907191,4765.851283311844
594,3,"[30, 54, 3, 48, 47, 93, 38, 27, 9, 8]",51.22195512820513,1.390499283105899,4773.993959903717
595,0,"[42, 1, 6, 72, 50, 83, 77, 33, 98, 11]",51.38221153846154,1.4095011934255943,4781.721153974533
596,4,"[92, 12, 2, 73, 25, 67, 35, 75, 80, 51]",51.38221153846154,1.4095011934255943,4789.699875831604
597,1,"[40, 15, 4, 49, 56, 57, 66, 90, 71, 5]",46.55448717948718,1.66692953537672,4797.822898864746
598,2,"[78, 16, 0, 39, 36, 97, 60, 84, 95, 64]",51.26201923076923,1.433114999379867,4805.643194198608
599,0,"[33, 83, 1, 68, 98, 69, 55, 77, 32, 10]",54.41706730769231,1.3391716128740556,4813.259615182877
600,3,"[93, 45, 3, 27, 9, 74, 20, 91, 38, 81]",50.36057692307692,1.4597047720199976,4821.039539337158
601,4,"[53, 51, 2, 88, 92, 70, 73, 76, 35, 43]",51.662660256410255,1.379950225353241,4829.0495138168335
602,1,"[40, 31, 4, 44, 49, 79, 21, 56, 13, 15]",48.96834935897436,1.512439944805243,4836.590874910355
603,0,"[77, 55, 1, 6, 34, 68, 58, 42, 11, 83]",51.20192307692308,1.4522005334878578,4844.963665008545
604,2,"[59, 46, 0, 85, 23, 89, 84, 18, 61, 41]",54.49719551282051,1.3041464579411042,4852.252762556076
605,3,"[17, 65, 3, 48, 27, 87, 30, 45, 9, 28]",52.834535256410255,1.361690742847247,4860.02779507637
606,1,"[21, 15, 4, 90, 79, 71, 31, 57, 37, 13]",54.67748397435897,1.320885066802685,4868.090194702148
607,0,"[72, 34, 1, 6, 77, 58, 42, 29, 33, 32]",47.185496794871796,1.6263302732736638,4876.212427616119
608,2,"[19, 97, 0, 85, 41, 36, 23, 18, 64, 24]",56.17988782051282,1.3006087908378015,4883.610363483429
609,3,"[20, 47, 3, 87, 93, 65, 81, 74, 38, 30]",52.37379807692308,1.3736538535509355,4891.269585609436
610,1,"[26, 21, 4, 79, 15, 90, 31, 5, 71, 99]",53.49559294871795,1.4055119126270978,4899.4345688819885
611,0,"[77, 50, 1, 98, 32, 55, 58, 42, 72, 29]",51.72275641025641,1.4356379081041386,4907.002423763275
612,2,"[82, 63, 0, 61, 19, 84, 78, 89, 22, 18]",47.81650641025641,1.5879320288315797,4914.9231724739075
613,3,"[38, 30, 3, 74, 17, 91, 93, 9, 96, 81]",46.10376602564103,1.7135572127806835,4922.373991727829
614,4,"[53, 51, 2, 62, 12, 75, 80, 73, 25, 43]",46.10376602564103,1.7135572127806835,4930.451782464981
615,0,"[6, 10, 1, 42, 98, 52, 55, 77, 69, 50]",55.21834935897436,1.3201564183601966,4938.689247608185
616,1,"[56, 99, 4, 79, 14, 40, 44, 71, 21, 37]",44.21073717948718,1.8831812219742017,4946.602780818939
617,2,"[78, 41, 0, 19, 97, 64, 59, 85, 84, 36]",54.63741987179487,1.3543439782582796,4954.498665809631
618,3,"[81, 3, 8, 45, 28, 38, 27, 91, 74, 54]",56.81089743589744,1.3035582197018158,4962.375124692917
619,0,"[98, 10, 1, 6, 72, 34, 83, 50, 29, 68]",51.14182692307692,1.4637520420245635,4969.965260982513
620,1,"[40, 66, 4, 57, 90, 49, 26, 44, 99, 37]",53.56570512820513,1.412475966490232,4977.979187488556
621,2,"[46, 36, 0, 16, 41, 18, 78, 19, 59, 89]",51.672676282051285,1.4125758088552034,4985.754057645798
622,3,"[28, 38, 3, 27, 9, 91, 45, 96, 30, 74]",46.15384615384615,1.6733150405761523,4993.487829208374
623,0,"[72, 42, 1, 29, 55, 83, 77, 69, 58, 6]",47.756410256410255,1.612947593896817,5000.99392747879
624,1,"[14, 56, 4, 57, 99, 49, 79, 13, 5, 66]",47.82652243589744,1.6652655494518769,5008.713027000427
625,2,"[61, 63, 0, 36, 85, 64, 39, 41, 46, 97]",55.82932692307692,1.2921904890965192,5016.277177333832
626,3,"[74, 45, 3, 9, 28, 93, 54, 87, 27, 8]",43.58974358974359,1.8665966529112596,5023.767022371292
627,0,"[50, 10, 1, 68, 83, 6, 11, 33, 77, 69]",52.3838141025641,1.4430440297493567,5031.539662599564
628,1,"[79, 90, 4, 71, 26, 66, 99, 37, 21, 49]",52.13341346153846,1.5047371830695715,5039.566658258438
629,2,"[24, 16, 0, 60, 61, 23, 46, 19, 59, 78]",53.34535256410256,1.3487657660093062,5047.302106142044
630,3,"[91, 9, 3, 87, 8, 81, 17, 45, 38, 65]",53.255208333333336,1.367671543206924,5054.790904760361
631,0,"[69, 52, 1, 55, 33, 11, 10, 83, 34, 58]",47.99679487179487,1.582801612523886,5062.378262519836
632,1,"[56, 79, 4, 49, 31, 90, 15, 26, 71, 44]",49.05849358974359,1.6165487888531807,5070.101733446121
633,2,"[22, 64, 0, 85, 60, 24, 78, 23, 61, 97]",53.74599358974359,1.413973745627281,5077.998949766159
634,3,"[81, 65, 3, 93, 20, 74, 48, 91, 96, 27]",47.3056891025641,1.6499960468365595,5085.60139465332
635,0,"[69, 34, 1, 50, 72, 32, 55, 77, 29, 11]",50.701121794871796,1.4493489922621312,5093.320146560669
636,2,"[23, 60, 0, 97, 46, 22, 24, 85, 59, 36]",57.732371794871796,1.2524184714525173,5101.328401565552
637,1,"[99, 31, 4, 49, 56, 40, 21, 66, 15, 44]",45.67307692307692,1.7958848766791515,5108.877927064896
638,3,"[96, 47, 3, 87, 30, 28, 74, 27, 38, 9]",51.36217948717949,1.4510675500600765,5116.477017879486
639,0,"[11, 1, 6, 69, 68, 52, 32, 83, 72, 33]",54.92788461538461,1.312084552569267,5124.098524808884
640,2,"[22, 18, 0, 36, 95, 61, 19, 39, 64, 84]",51.31209935897436,1.4446279070316217,5131.662626981735
641,4,"[80, 70, 2, 7, 94, 25, 53, 12, 35, 86]",51.31209935897436,1.4446279070316217,5139.545644044876
642,1,"[90, 40, 4, 31, 14, 66, 99, 71, 5, 15]",50.87139423076923,1.5437567081206884,5147.131777763367
643,0,"[42, 32, 1, 83, 33, 52, 72, 6, 69, 11]",48.8681891025641,1.52155986504677,5155.54865193367
644,2,"[39, 60, 0, 97, 95, 36, 78, 85, 82, 63]",52.13341346153846,1.4364863145045745,5162.719350576401
645,3,"[30, 81, 3, 45, 38, 20, 93, 9, 17, 8]",50.18028846153846,1.4705343903639378,5170.21549654007
646,4,"[53, 51, 2, 76, 43, 70, 62, 80, 25, 35]",58.04286858974359,1.1659397796178474,5178.347194671631
647,0,"[83, 50, 1, 68, 69, 55, 10, 34, 33, 58]",56.18990384615385,1.2747642611845946,5185.845280647278
648,1,"[56, 13, 4, 26, 44, 71, 40, 15, 31, 37]",49.18870192307692,1.6012731056946974,5193.337435722351
649,2,"[85, 61, 0, 59, 22, 95, 18, 24, 84, 82]",54.47716346153846,1.3665121656197767,5200.719690799713
650,3,"[9, 65, 3, 8, 27, 91, 17, 96, 74, 93]",54.08653846153846,1.3622913513428125,5208.697303056717
651,0,"[32, 10, 1, 50, 11, 72, 42, 58, 98, 83]",54.35697115384615,1.3469873819595728,5216.173873186111
652,1,"[90, 37, 4, 15, 57, 49, 5, 13, 99, 44]",53.44551282051282,1.4289694688259027,5224.110691547394
653,2,"[0, 78, 16, 36, 18, 85, 89, 24, 19, 41]",48.80809294871795,1.5114813370582385,5231.966896057129
654,3,"[28, 30, 3, 54, 47, 93, 8, 91, 17, 38]",54.32692307692308,1.295488184843308,5239.692008972168
655,0,"[68, 6, 1, 33, 32, 55, 72, 52, 58, 69]",52.29366987179487,1.4179876385590968,5246.9314432144165
656,4,"[7, 70, 2, 75, 92, 62, 43, 80, 73, 76]",60.77724358974359,1.1125331811415844,5255.153555393219
657,1,"[56, 37, 4, 79, 49, 99, 40, 14, 71, 5]",49.05849358974359,1.5744061653430645,5262.870418310165
658,2,"[60, 19, 0, 36, 59, 95, 16, 39, 41, 46]",55.22836538461539,1.3165286183357239,5270.794727087021
659,0,"[11, 98, 1, 55, 29, 32, 50, 52, 42, 68]",50.520833333333336,1.468775905095614,5278.394944190979
660,3,"[38, 17, 3, 28, 20, 87, 9, 93, 65, 96]",54.36698717948718,1.3298001350500646,5286.04393196106
661,4,"[7, 73, 2, 76, 88, 35, 51, 62, 53, 25]",51.15184294871795,1.3594864866672418,5294.100744009018
662,1,"[15, 49, 4, 44, 31, 21, 79, 40, 5, 14]",52.57411858974359,1.381213950805175,5301.764729499817
663,0,"[69, 77, 1, 98, 6, 50, 58, 72, 32, 42]",56.00961538461539,1.2947722780398834,5309.640068292618
664,2,"[18, 41, 0, 23, 60, 36, 95, 64, 59, 63]",55.66907051282051,1.3204113795207097,5316.966081380844
665,3,"[91, 96, 3, 30, 17, 9, 8, 87, 54, 74]",46.50440705128205,1.6509966911413732,5324.352151155472
666,1,"[4, 26, 5, 99, 15, 13, 49, 37, 71, 14]",55.358573717948715,1.3144497061387086,5332.3080241680145
667,0,"[6, 69, 1, 32, 55, 77, 34, 52, 98, 11]",52.72435897435897,1.399088740348816,5340.006759643555
668,2,"[95, 60, 0, 59, 63, 23, 46, 18, 39, 24]",57.702323717948715,1.2496429826968756,5347.971836805344
669,3,"[9, 45, 3, 17, 74, 27, 96, 48, 87, 8]",52.3838141025641,1.3956765471360622,5355.548993110657
670,4,"[43, 76, 2, 67, 88, 80, 35, 62, 94, 86]",52.56410256410256,1.3635557018793547,5362.996515750885
671,0,"[10, 69, 1, 83, 33, 34, 68, 52, 42, 11]",53.10496794871795,1.3616179059713314,5370.809269189835
672,1,"[13, 57, 4, 37, 56, 90, 26, 40, 44, 31]",51.2119391025641,1.4996920151588244,5378.4685118198395
673,2,"[63, 0, 16, 64, 78, 18, 97, 46, 39, 95]",50.06009615384615,1.526986606610127,5386.367837190628
674,3,"[38, 48, 3, 30, 81, 87, 27, 96, 20, 17]",46.69471153846154,1.6552022359310052,5394.082236051559
675,0,"[98, 42, 1, 6, 52, 10, 69, 50, 68, 33]",56.63060897435897,1.2432104991032527,5401.421746253967
676,4,"[53, 73, 2, 70, 80, 25, 67, 86, 7, 43]",53.645833333333336,1.344565198971675,5409.435302257538
677,1,"[40, 37, 4, 66, 57, 99, 49, 15, 56, 21]",49.719551282051285,1.5574867985187433,5417.2717461586
678,2,"[64, 19, 0, 60, 63, 89, 85, 16, 46, 59]",59.16466346153846,1.169805028499701,5425.221769332886
679,0,"[11, 72, 1, 68, 50, 69, 55, 6, 83, 42]",51.89302884615385,1.451770788584,5432.856600284576
680,3,"[17, 48, 3, 93, 28, 91, 45, 27, 20, 65]",50.84134615384615,1.514893664763524,5440.22510933876
681,4,"[62, 12, 2, 92, 43, 86, 94, 51, 35, 76]",50.61097756410256,1.4770083289880018,5448.219206571579
682,1,"[99, 90, 4, 40, 37, 57, 15, 44, 56, 13]",49.30889423076923,1.5839678278336158,5456.386319160461
683,0,"[1, 29, 6, 98, 10, 50, 55, 42, 33, 72]",53.826121794871796,1.3517116216512828,5464.731425046921
684,2,"[59, 22, 0, 64, 85, 95, 18, 61, 19, 23]",54.2568108974359,1.3563756132737184,5472.238905906677
685,3,"[27, 93, 3, 8, 74, 9, 45, 30, 91, 87]",54.05649038461539,1.3123614054459791,5479.909740924835
686,1,"[14, 44, 4, 5, 66, 79, 49, 57, 21, 31]",52.844551282051285,1.4041923315097125,5487.927715539932
687,0,"[77, 33, 1, 6, 52, 55, 34, 58, 50, 68]",53.205128205128204,1.3890547431432283,5496.144778013229
688,2,"[36, 23, 0, 60, 97, 78, 61, 85, 95, 84]",55.09815705128205,1.343366564848484,5503.789138317108
689,3,"[30, 3, 8, 81, 54, 27, 96, 65, 91, 9]",42.81850961538461,1.8423158954351375,5511.400163888931
690,4,"[88, 92, 2, 70, 12, 94, 67, 76, 80, 75]",55.338541666666664,1.2484679864003108,5519.237676382065
691,0,"[1, 55, 6, 77, 69, 34, 58, 72, 83, 98]",50.260416666666664,1.4619148480586517,5527.44508433342
692,1,"[57, 56, 4, 49, 31, 44, 21, 13, 26, 40]",53.11498397435897,1.4289870521961114,5535.554092884064
693,2,"[60, 63, 0, 95, 41, 19, 36, 16, 23, 64]",54.11658653846154,1.357162927969908,5542.855337142944
694,3,"[20, 81, 3, 45, 93, 91, 47, 28, 17, 96]",53.53565705128205,1.3461824456850688,5550.76865696907
695,0,"[77, 32, 1, 98, 83, 42, 72, 29, 55, 58]",52.66426282051282,1.417759039463141,5558.460142612457
696,4,"[7, 75, 2, 88, 73, 86, 43, 76, 25, 53]",52.97475961538461,1.4274713962506025,5566.324278593063
697,1,"[4, 56, 5, 31, 79, 21, 49, 14, 71, 40]",49.87980769230769,1.5400037979468322,5573.836206674576
698,2,"[61, 60, 0, 63, 97, 84, 89, 78, 95, 19]",55.06810897435897,1.3159437699195666,5581.343761444092
699,0,"[34, 77, 1, 33, 50, 52, 6, 42, 29, 11]",48.80809294871795,1.519045006006192,5589.275455236435
700,3,"[91, 74, 3, 54, 47, 38, 65, 81, 9, 48]",52.844551282051285,1.4072499015392401,5596.720199346542
701,2,"[60, 95, 0, 89, 85, 84, 59, 16, 46, 24]",54.83774038461539,1.2924857307703068,5605.125915050507
702,1,"[71, 49, 4, 40, 26, 66, 14, 99, 56, 79]",49.19871794871795,1.5847612374868147,5612.443297624588
703,0,"[72, 50, 1, 33, 42, 34, 58, 6, 77, 29]",53.45552884615385,1.4188672609818287,5619.982315540314
704,3,"[30, 47, 3, 9, 8, 17, 38, 96, 65, 87]",50.48076923076923,1.5111179657471485,5627.767295837402
705,2,"[85, 78, 0, 60, 63, 61, 36, 46, 59, 19]",58.99439102564103,1.1789723917459831,5635.293989181519
706,4,"[67, 70, 2, 43, 88, 7, 25, 76, 73, 62]",56.06971153846154,1.2421854994235895,5643.2750725746155
707,0,"[50, 32, 1, 55, 77, 52, 33, 42, 6, 11]",53.54567307692308,1.351192717368786,5651.40674328804
708,1,"[5, 26, 4, 31, 21, 15, 71, 79, 49, 40]",55.83934294871795,1.3069249513821724,5659.376265764236
709,2,"[0, 64, 16, 82, 61, 60, 22, 24, 18, 89]",50.46073717948718,1.4301194135959332,5666.884810209274
710,3,"[96, 74, 3, 65, 8, 30, 28, 81, 38, 9]",49.82972756410256,1.518684330659035,5674.690525531769
711,0,"[33, 69, 1, 58, 42, 10, 32, 34, 55, 77]",51.50240384615385,1.4286751319200566,5682.457759380341
712,4,"[94, 12, 2, 70, 75, 92, 53, 73, 67, 80]",57.98277243589744,1.214848280717165,5690.2205810546875
713,1,"[99, 40, 4, 66, 26, 31, 49, 79, 15, 44]",54.186698717948715,1.374064856614822,5697.957825899124
714,2,"[95, 63, 0, 60, 23, 18, 16, 64, 59, 61]",50.92147435897436,1.4532291400126922,5705.421710968018
715,0,"[72, 10, 1, 42, 33, 52, 83, 68, 6, 55]",49.108573717948715,1.5209245330248125,5713.303291082382
716,3,"[9, 74, 3, 30, 47, 20, 38, 28, 81, 96]",50.18028846153846,1.4857852367254405,5720.567529439926
717,4,"[51, 35, 2, 73, 76, 86, 53, 25, 80, 70]",55.49879807692308,1.2772056116507604,5728.753871917725
718,0,"[34, 50, 1, 69, 58, 6, 11, 83, 52, 10]",53.68589743589744,1.3842229094260778,5736.478495121002
719,1,"[90, 21, 4, 79, 37, 66, 5, 40, 13, 14]",57.23157051282051,1.2756863679641333,5744.473520278931
720,2,"[78, 36, 0, 85, 46, 23, 59, 95, 61, 60]",60.42668269230769,1.1480347590568738,5751.932145357132
721,3,"[20, 8, 3, 65, 9, 38, 45, 93, 47, 74]",52.834535256410255,1.4210035969049504,5759.42696762085
722,0,"[83, 11, 1, 33, 55, 29, 52, 10, 42, 68]",49.869791666666664,1.4981920719146729,5767.143581867218
723,1,"[66, 15, 4, 44, 49, 37, 56, 13, 26, 5]",55.21834935897436,1.355040383644593,5774.827091217041
724,2,"[23, 63, 0, 85, 46, 84, 59, 39, 95, 16]",50.54086538461539,1.443045668112926,5782.785203933716
725,3,"[54, 47, 3, 28, 8, 65, 93, 48, 20, 45]",53.71594551282051,1.3858349476105127,5790.889060974121
726,0,"[55, 72, 1, 83, 6, 29, 50, 42, 32, 68]",50.100160256410255,1.5564361871817174,5798.553813934326
727,1,"[14, 44, 4, 71, 26, 99, 40, 49, 15, 31]",50.24038461538461,1.6317936885051239,5806.4533767700195
728,2,"[85, 23, 0, 46, 41, 61, 84, 64, 18, 59]",58.89423076923077,1.211297285862458,5814.469327449799
