Epoch,Group_ID,Selected_Clients,Accuracy,Loss,Run_Time
195,3,"[30, 47, 3, 74, 54, 87, 27, 20, 81, 8]",52.87459935897436,1.3081313111843207,1612.7582759857178
196,1,"[66, 71, 4, 57, 31, 44, 14, 99, 26, 40]",45.12219551282051,1.703434808131976,1621.006629228592
197,0,"[50, 32, 1, 29, 83, 68, 33, 98, 77, 55]",46.29407051282051,1.513885715068915,1629.0676724910736
198,2,"[23, 82, 0, 97, 41, 18, 39, 85, 60, 61]",43.50961538461539,1.6203443637261024,1636.9407353401184
199,3,"[38, 45, 3, 65, 74, 87, 27, 8, 9, 81]",47.66626602564103,1.4626919688322606,1645.3399245738983
200,1,"[37, 56, 4, 40, 71, 15, 21, 14, 13, 90]",22.95673076923077,2.7178919254205165,1653.238404750824
201,0,"[42, 98, 1, 52, 77, 58, 55, 10, 34, 11]",43.02884615384615,1.6223028409175384,1661.4572355747223
202,2,"[36, 97, 0, 22, 19, 59, 78, 82, 60, 61]",47.14543269230769,1.5297303872230725,1669.7244760990143
203,3,"[54, 8, 3, 27, 81, 45, 48, 20, 28, 30]",48.42748397435897,1.4319280630502946,1677.9116263389587
204,1,"[49, 31, 4, 66, 21, 40, 15, 99, 37, 71]",44.040464743589745,1.6403206006074562,1686.4415295124054
205,0,"[32, 55, 1, 33, 83, 10, 34, 29, 68, 6]",41.80689102564103,1.736706554889679,1694.2347264289856
206,2,"[0, 16, 18, 39, 24, 97, 60, 84, 95, 36]",43.36939102564103,1.722697371091598,1702.324607849121
207,3,"[20, 87, 3, 96, 93, 81, 27, 65, 45, 28]",41.77684294871795,1.6888969204364679,1710.5674393177032
208,1,"[99, 44, 4, 49, 57, 31, 40, 37, 13, 15]",42.658253205128204,1.6703669123160534,1718.8561336994171
209,0,"[1, 42, 6, 58, 11, 55, 50, 34, 98, 83]",48.24719551282051,1.472915871021075,1726.8588223457336
210,2,"[84, 82, 0, 24, 59, 63, 46, 16, 18, 61]",38.10096153846154,1.8048973755958753,1735.167219877243
211,3,"[30, 87, 3, 48, 20, 45, 65, 91, 93, 54]",45.022035256410255,1.558175741097866,1743.7627453804016
212,1,"[21, 4, 5, 15, 71, 31, 99, 66, 44, 40]",42.077323717948715,1.8777205898211553,1752.4104409217834
213,0,"[32, 11, 1, 55, 98, 50, 83, 69, 29, 10]",47.375801282051285,1.4920239402697637,1760.9573805332184
214,2,"[22, 85, 0, 46, 16, 60, 64, 23, 89, 59]",51.041666666666664,1.3541844762288606,1769.21009683609
215,3,"[38, 81, 3, 47, 45, 96, 20, 9, 27, 8]",49.869791666666664,1.3858895271252363,1777.8387703895569
216,1,"[37, 44, 4, 31, 21, 49, 13, 71, 5, 66]",47.82652243589744,1.4652014756814027,1786.1903955936432
217,0,"[1, 32, 6, 72, 98, 55, 50, 69, 68, 11]",49.87980769230769,1.41110626856486,1794.8322732448578
218,2,"[36, 84, 0, 39, 78, 61, 19, 97, 82, 46]",48.23717948717949,1.433565113788996,1803.263470172882
219,3,"[28, 93, 3, 87, 54, 81, 48, 8, 45, 96]",35.68709935897436,1.957357522768852,1811.5189275741577
220,1,"[14, 90, 4, 66, 49, 99, 40, 79, 37, 13]",42.62820512820513,1.6499777313990471,1819.7053244113922
221,0,"[34, 50, 1, 83, 68, 52, 72, 98, 55, 33]",43.82011217948718,1.6145947728401575,1828.1478593349457
222,2,"[84, 16, 0, 82, 63, 36, 41, 23, 85, 59]",44.19070512820513,1.5908350088657477,1836.2914817333221
223,3,"[47, 87, 3, 93, 74, 96, 17, 30, 8, 20]",44.52123397435897,1.5088953039585016,1844.9248945713043
224,1,"[57, 4, 5, 49, 40, 90, 79, 71, 37, 31]",54.14663461538461,1.2951867748529484,1853.0713939666748
225,0,"[77, 42, 1, 33, 68, 83, 98, 69, 52, 50]",48.828125,1.43556320361602,1861.4377343654633
226,2,"[36, 0, 16, 95, 89, 23, 84, 78, 85, 18]",41.02564102564103,1.747364178681985,1869.5902481079102
227,3,"[48, 74, 3, 38, 81, 54, 28, 47, 45, 91]",48.13701923076923,1.4880572970096881,1877.6377446651459
228,1,"[44, 4, 5, 57, 49, 15, 37, 14, 26, 90]",51.19190705128205,1.3781397296832159,1886.0073690414429
