epoch,selected_clients,accuracy,loss,run_time
1,"[8, 91, 5, 62, 2, 85, 54, 1, 99, 6]",9.99,2.683306860923767,2.7310140132904053
2,"[13, 46, 43, 50, 25, 81, 69, 86, 36, 24]",26.64,1.9641625225543975,4.563894987106323
3,"[74, 60, 68, 18, 55, 89, 12, 95, 10, 87]",26.18,1.829497960805893,5.962536811828613
4,"[76, 32, 77, 65, 11, 96, 57, 78, 70, 92]",27.82,2.011863477230072,8.048875331878662
5,"[52, 56, 45, 47, 80, 64, 72, 28, 61, 79]",19.8,2.874591865539551,9.625223159790039
6,"[13, 86, 24, 93, 15, 81, 50, 25, 16, 69]",43.16,1.8988373470306397,11.399332523345947
7,"[40, 3, 72, 52, 26, 73, 64, 71, 49, 45]",44.4,1.4292610895633697,12.39052414894104
8,"[14, 17, 11, 77, 58, 67, 32, 92, 66, 29]",39.9,1.6688331377506256,13.62994909286499
9,"[75, 4, 20, 21, 55, 31, 10, 60, 74, 63]",53.42,1.3250401175022126,14.721938848495483
10,"[1, 99, 34, 5, 85, 8, 94, 54, 44, 22]",48.01,1.4446558690071105,16.41540265083313
11,"[39, 34, 22, 37, 5, 85, 8, 54, 90, 97]",53.36,1.2347557580471038,17.665397882461548
12,"[5, 97, 83, 34, 54, 8, 85, 90, 62, 1]",55.73,1.2509906744956971,18.970495462417603
13,"[80, 52, 73, 49, 42, 40, 48, 79, 26, 41]",41.08,1.578889820575714,20.062509059906006
14,"[70, 66, 77, 98, 29, 32, 30, 96, 65, 17]",46.03,1.6597586619853972,22.14948582649231
15,"[32, 29, 67, 76, 57, 35, 98, 14, 96, 65]",50.54,1.5032524394989013,23.987605810165405
16,"[2, 44, 90, 8, 94, 83, 99, 5, 39, 6]",55.56,1.1767748552560806,25.485703468322754
17,"[73, 56, 49, 28, 19, 40, 64, 72, 61, 80]",46.37,1.7258172166347503,26.86110830307007
18,"[56, 40, 72, 80, 64, 41, 45, 28, 26, 61]",42.83,1.605795283317566,28.141190767288208
